track,artist,year,uri,mode,key_signature,key_integer,time_signature,bpm
Travelin' Man - Remastered,Ricky Nelson,1991,spotify:track:2jc4wyf3ys0zKCpxHRjEYx,1,2,2,4,123.263
All Shook Up,Elvis Presley,1958,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,1,10,-2,4,74.139
Wake up Little Susie,The Everly Brothers,1964,spotify:track:11fNLqDB47gMKj7BHhR2Qr,1,2,2,4,93.723
Then He Kissed Me,The Crystals,2011,spotify:track:7jeOETwLUP84mPQzxlD5nh,1,4,4,4,135.919
Unchained Melody,The Righteous Brothers,2013,spotify:track:0kjR2WOZOUVO33MBrEtKkn,1,0,0,3,99.407
Sugar Sugar,Doogal,2006,spotify:track:19qzSe9XbN4BdJdvxBK5Xl,1,2,2,4,122.471
That'll Be The Day,The Crickets,2010,spotify:track:3wvZ0ZS3alz4zH2CNhR3AC,1,9,3,4,126.497
Peggy Sue - Single Version,Buddy Holly,1958,spotify:track:1a4YRgItMM4aGilIg99elY,1,9,3,4,148.373
Jambalaya (On The Bayou),Fats Domino,1988,spotify:track:1slMt4LizkO9dVcMZItJ1O,0,6,3,4,75.322
Tennessee Waltz,Patti Page,2011,spotify:track:7t8Tzd9FqVz2asFMCL0HpZ,1,5,-1,3,86.525
Blue Moon - 2004 Remaster,The Marcels,2005,spotify:track:39hE7MMHFjYsqv7zwhR6LD,1,7,1,4,127.7
One Fine Day,The Chiffons,2004,spotify:track:6vcG9EgeqJUSmmF65lxUm6,1,1,-5,4,177.13
It Doesn't Matter Anymore,Buddy Holly,1974,spotify:track:7KGbqCYWaXdJxhsuilkcwF,1,7,1,4,115.203
The Locomotion,Little Eva,2016,spotify:track:53UXqZaarqFPAFEy7dT1m1,1,3,-3,4,128.973
Diana,Paul Anka,2000,spotify:track:4chlGZQX5uPYpRLp3NezmX,1,7,1,4,143.249
Volare (Nel Blu Di Pinto Di Blu) - Remastered,Dean Martin,1958,spotify:track:5OkKOkdVTKFrYi6GWXkMzR,0,6,3,4,128.629
He'll Have to Go,Jim Reeves,1997,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,1,1,-5,3,81.181
Everyday - Single Version,Buddy Holly,1958,spotify:track:6qfIne1xNg5GDcmg73x0N8,1,3,-3,4,135.562
Unforgettable,Natalie Cole,2000,spotify:track:5h1mm1R9Jy531CbvptILX7,0,2,-1,4,86.966
I Left My Heart In San Francisco,Tony Bennett,2007,spotify:track:3nr6QXimwd9K4hpuFdgr6N,1,0,0,5,169.738
You're Nobody 'Til Somebody Loves You,Dean Martin,2011,spotify:track:0JyW2c3aWOl1vPUDcIe8hH,1,4,4,4,108.571
You Make Me Feel So Young - Remastered 1998,Frank Sinatra,1956,spotify:track:2WaYW84yWij5NSCpgSeU2R,1,9,3,4,125.166
Ain't That A Shame,Fats Domino,1959,spotify:track:4ZfQwNx3FlCN07cnUvekh3,1,4,4,4,122.894
Twilight Time,The Platters,1995,spotify:track:1tu5rCtK0jCLMeoWCYnttf,1,9,3,4,77.711
Tammy,Debbie Reynolds,2008,spotify:track:3S5SBuukng1nPQaKdh0jki,1,8,-4,1,76.287
Do Wah Diddy Diddy - 1997 Remastered Version,Manfred Mann,1997,spotify:track:5kWobkGc1McvhM4LzWyJO3,1,4,4,4,125.616
Don't Be Cruel,Elvis Presley,1958,spotify:track:01u6AEzGbGbQyYVdxajxqk,1,2,2,4,84.802
Da Doo Ron Ron (When He Walked Me Home),The Crystals,2011,spotify:track:0fonScmHUzC0MglSLn9saA,1,3,-3,4,148.835
Dream A Little Dream Of Me,Ella Fitzgerald,1996,spotify:track:3vFVS2WYHDG4KkWCNecvpn,1,0,0,4,76.118
I've Got You Under My Skin,Frank Sinatra,2015,spotify:track:1hSlBR0fAUCyB7jNtztE1s,1,1,-5,4,127.289
"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette,1962,spotify:track:3BS7w8YLPtEgon7Ioujcsz,1,2,2,4,149.727
Rave On,Buddy Holly,1999,spotify:track:7jPKMlLGZAMnGntHaFeU12,1,7,1,4,159.525
Sherry,Frankie Valli & The Four Seasons,2003,spotify:track:0NpvdCO506uO58D4AbKzki,1,7,1,4,117.562
Love Letters In The Sand - Single Version,Pat Boone,2008,spotify:track:3UfewPjArRkb5hQQtZ10pn,1,3,-3,4,88.226
You Send Me,Sam Cooke,1993,spotify:track:7fPOOCejoBt3dIm6UcEdm8,0,4,1,4,96.951
Great Balls Of Fire,Jerry Lee Lewis,2013,spotify:track:3YmELj8vHY6mKIzphgtQlM,0,7,-2,4,159.501
Stupid Cupid,Connie Francis,1987,spotify:track:71uRTq9mNhaSMbrry5nIC3,1,3,-3,4,135.869
"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",The Spaniels,2007,spotify:track:50meIWPMuhYgQSXfSsUvtI,0,9,0,4,76.638
April Love,Pat Boone,2008,spotify:track:57oCy5ZOUhl9Ci0BS8ypLO,1,8,-4,3,93.665
Cheek To Cheek,Ella Fitzgerald,1956,spotify:track:6pPr1KLZit9FgFNhp7xE5m,1,0,0,4,122.027
Oh! Carol,Neil Sedaka,2003,spotify:track:1VI29k31nGdasgJ8BBpPu8,0,8,5,4,132.747
Runaround Sue,Dion,1961,spotify:track:1DndHckdH9m5rp6gYP086b,1,2,2,4,79.987
Summertime Blues,Eddie Cochran,1960,spotify:track:1ZWIQXfAquWtLDK5aOUczS,0,9,0,4,156.299
"Hello, Dolly! - 2001 Digital Remaster",Bobby Darin,2009,spotify:track:4HIVG4xTUCk6ruZuXKz6k3,1,6,6,4,160.885
Sea Of Love,Phil Phillips,2009,spotify:track:14T8UhqU8EaJpp3tRxqJbr,1,7,1,4,85.436
Blue Velvet,Bobby Vinton,2011,spotify:track:6AEFQ8LIJg5d3Uv3zsPaM7,1,10,-2,1,81.228
Here Comes Summer,Jerry Keller,2003,spotify:track:1CXrVGl2bqMJs8OAaAWNAx,0,1,4,4,80.689
Sweet Little Sixteen,Chuck Berry,2007,spotify:track:1gU6T4sESXRt6RC2ufSqDf,1,0,0,4,166.089
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini (Bonus Track),Brian Hyland,2012,spotify:track:7vxdcpE3MZjoy6YORh5sTD,1,2,2,4,123.304
It's All In The Game,Tommy Edwards,2008,spotify:track:65DHarvIY5nZ57ZcgTxx75,1,3,-3,4,70.564
Love & Marriage,Frank Sinatra,2010,spotify:track:1jdE62HRy0U5vJaOZ0LUUb,1,10,-2,4,110.977
Magic Moments,Perry Como,2013,spotify:track:4M1wetsQ0kt4WjAsFRPSfE,0,0,-3,4,104.302
Return To Me (Ritorna-Me) - 1997 Remaster,Dean Martin,1958,spotify:track:6YAgmqaeo8Fm3pne8OJEBo,1,2,2,4,88.584
