track,artist,year,uri,mode,key_signature,key_integer,time_signature,bpm
Hero,Mariah Carey,1993,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,1,4,4,4,119.987
I Knew I Loved You,Savage Garden,2005,spotify:track:68K0qD0VDqdm0eWXsGqnvM,1,9,3,4,169.938
Ironic,Alanis Morissette,1995,spotify:track:4oGTdOClZUxcM2H3UmXlwL,1,11,5,4,85.482
(I Can't Help) Falling In Love With You,UB40,1993,spotify:track:7ojJ4XvqBhBcteM0zjMebT,1,2,2,4,172.406
Never Ever,All Saints,1997,spotify:track:7ziHnshbknkpFLDW5yGBjO,1,1,-5,4,134.187
To Be With You,Mr. Big,2000,spotify:track:0Yi128S6QgQDnAKg5A0OZw,1,4,4,4,83.653
Bye Bye Bye,*NSYNC,2000,spotify:track:4r8lRYnoOGdEi6YyI5OC1o,0,8,5,4,172.656
Friday I'm In Love,The Cure,2001,spotify:track:1Ab3miDy9TBJskMFlkiB5Z,0,7,-2,4,135.959
Freedom! '90 - Remastered,George Michael,2017,spotify:track:3tyTt5pEWblt96j1HsXiV5,1,5,-1,4,91.691
Only Wanna Be with You,Hootie & The Blowfish,1994,spotify:track:1OFKUn2VLafrHj7ybnap0Q,1,6,6,4,103.272
Circle Of Life - Remastered,Elton John,2017,spotify:track:1t055EdeL1r5DfORFy0UXX,1,10,-2,4,160.417
Breakfast At Tiffany's,Deep Blue Something,1995,spotify:track:3GpdNg7Krt9vjc6tgDoKe1,1,2,2,4,110.372
Iris,The Goo Goo Dolls,1998,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,0,11,2,3,155.925
The Power of Love,Céline Dion,1993,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,1,8,-4,4,140.054
MMMBop - Single Version,Hanson,2007,spotify:track:4PgPnzbAgjCQ2eA6YAWcUw,1,9,3,4,104.862
What Can I Do,The Corrs,1998,spotify:track:4rvT5iZVOCJeXZrDvy6JFK,1,9,3,4,78.0
"Show Me Heaven - From ""Days Of Thunder""",Maria McKee,2000,spotify:track:7vOhmiURT3Bv8iFeNxw7Oh,1,8,-4,4,80.428
High,Lighthouse Family,1997,spotify:track:7zB3ZhA5v33pA4rCdKKGqq,1,10,-2,4,102.342
Amazed,Lonestar,1995,spotify:track:5oQx6XZyrOOkGbme8DA9GO,1,1,-5,4,139.76
Weather With You,Crowded House,1991,spotify:track:6tXnRSvuNgOq4QcxpIN54r,1,2,2,4,93.981
Together Again,Janet Jackson,1997,spotify:track:1GrikfH0jDejDvrxo84n4P,1,7,1,4,123.091
3AM,Matchbox Twenty,1996,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,1,8,-4,4,108.031
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,1999,spotify:track:7A0apkTSTvMbSI7yplcmlh,1,8,-4,4,118.903
Relight My Fire (feat. Lulu),Take That,1993,spotify:track:1EflNuGtIko1YjBAmbZAQr,1,9,3,4,122.586
I Will Always Love You - Film Version,Whitney Houston,2017,spotify:track:6XQz4HwNIQZ652JFa7putY,1,4,4,4,133.454
Fading Like a Flower (Every Time You Leave),Roxette,1991,spotify:track:6aXY8SXfIcDU1FTNqo5fHz,1,0,0,4,105.419
Stars,Simply Red,1991,spotify:track:75CgD6l7K4qMzZrn4CbZqz,1,7,1,4,103.668
When the Heartache Is Over,Tina Turner,1999,spotify:track:0coFccPox52uxHy3cdLhBr,1,5,-1,4,114.975
Have You Ever - Radio Edit,Brandy,2005,spotify:track:1jisR33Bck5thSyt75iR2c,1,9,3,4,134.08
The Shoop Shoop Song (It's In His Kiss),Cher,1991,spotify:track:1F93GMRPvmWpVP970SzjpH,1,0,0,4,117.04
Dreams,Gabrielle,1993,spotify:track:4rV3AYCf4BBBCkIpyLPwUP,1,9,3,4,98.783
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,1998,spotify:track:225xvV8r1yKMHErSWivnow,1,2,2,4,121.154
Wonderwall - Remastered,Oasis,1995,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,1,2,2,4,174.53
Heal the World,Michael Jackson,1991,spotify:track:7woW97CfcWaKtuC6W5BP2K,1,9,3,4,80.923
More Than Words,Extreme,1990,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,1,6,6,4,91.893
Bed Of Roses,Bon Jovi,1992,spotify:track:1zng9uqqXoPkmU05nsAlsw,1,5,-1,3,164.587
End Of The Road,Boyz II Men,1991,spotify:track:3l3xTXsUXeWlkPqzMs7mPD,0,5,-4,3,149.703
Don't Look Back in Anger,Oasis,1995,spotify:track:698mT3CTx8JEnp7twwJrGG,1,0,0,4,164.001
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1993,spotify:track:391CwgcBxvUHmEKda2b5In,1,2,2,4,105.212
No Scrubs,TLC,1999,spotify:track:1KGi9sZVMeszgZOWivFpxs,0,8,5,4,92.909
...Baby One More Time,Britney Spears,1999,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,0,0,-3,4,92.96
All My Life,K-Ci & JoJo,1997,spotify:track:5GorFaKkP2mLREQvhSblIg,1,1,-5,4,128.038
It's Gonna Be Me,*NSYNC,2000,spotify:track:35zGjsxI020C2NPKp2fzS7,0,0,-3,4,165.09
Nothing Compares 2 U,Sinéad O'Connor,1997,spotify:track:6QYH8cjdC23Qt2HT4UtycH,1,5,-1,4,119.917
Mysterious Girl - Radio Edit,Peter Andre,2004,spotify:track:3GCpEbJzknVdpvx9WI03x3,1,8,-4,4,171.983
Let Me Entertain You,Robbie Williams,1997,spotify:track:0SLtqCrXBRrnkxSOMA3X4W,1,10,-2,4,125.152
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",Céline Dion,1992,spotify:track:7B3UAPLYAbwXVgbHSKEaTw,0,6,3,4,77.314
I'll Make Love To You,Boyz II Men,1994,spotify:track:7dfl9X38RhIvB3oSmmneq3,1,2,2,3,142.447
I Love Your Smile,Shanice,1991,spotify:track:69mFxANpGyq9s69LqH3d9G,0,5,-4,4,93.954
Over My Shoulder,Mike & The Mechanics,1995,spotify:track:0U9TKK9GYryei6Vn45TEdH,0,5,-4,4,92.353
Let There Be Love - 2002 Digital Remaster,Simple Minds,1991,spotify:track:1KKAzCSZ7tS4KWDqG6uxVA,1,1,-5,4,88.07
Say You'll Be There,Spice Girls,1996,spotify:track:1yTQ39my3MoNROlFw3RDNy,1,1,-5,4,107.02
She's so High,Tal Bachman,1999,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,1,9,3,4,124.269
Moving on Up,M People,1998,spotify:track:6vGW3d8X48CBaLdU0PQbey,0,0,-3,4,125.073
