track,artist,year,uri,mode,key_signature,key_integer,time_signature,bpm
Let Me Love You,DJ Snake,2016,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,1,8,-4,4,199.864
Mirrors,Justin Timberlake,2013,spotify:track:3V2xoX4Ap0ZX9WN8ckSlD4,0,5,-4,4,76.899
We Are Never Ever Getting Back Together,Taylor Swift,2012,spotify:track:6kISMRfweKSvgHR0urMQFG,1,7,1,4,85.984
Stay,Zedd,2017,spotify:track:6uBhi9gBXWjanegOb2Phh0,0,5,-4,4,102.04
Shape of You,Ed Sheeran,2017,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,0,1,4,4,95.977
Sorry,Justin Bieber,2015,spotify:track:2GpHJb7xGNBaIDTrBxjIu6,0,0,-3,4,99.992
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2019,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,1,2,2,4,89.96
September Song,JP Cooper,2016,spotify:track:0FuTx2s3YH1ppmtiM6l0zI,0,0,-3,4,95.921
Maps,Maroon 5,2014,spotify:track:0DKT3yIip1M0W0J1HYS1ru,0,1,4,4,120.032
"i hate u, i love u (feat. olivia o'brien)",gnash,2016,spotify:track:7vRriwrloYVaoAe3a9wJHe,0,6,3,4,92.6
Lay Me Down - Single Version,Sam Smith,2015,spotify:track:7r4dwgu3hzR60pVulZ9IP9,1,4,4,4,127.867
No Promises (feat. Demi Lovato),Cheat Codes,2017,spotify:track:1louJpMmzEicAn7lzDalPW,1,10,-2,4,112.956
Perfect Strangers,Jonas Blue,2016,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,1,1,-5,4,117.986
Counting Stars,OneRepublic,2013,spotify:track:519uJbE3zyKLlToVA65PrP,0,1,4,4,121.961
Last Friday Night (T.G.I.F.),Katy Perry,2010,spotify:track:3oHNJECGN3bBoGXejlw2b1,0,3,6,4,126.023
Glad You Came,The Wanted,2012,spotify:track:6M8mODDhC5Ehq9X45PsVFm,0,7,-2,4,126.874
Galway Girl,Ed Sheeran,2017,spotify:track:0afhq8XCExXpqazXczTSve,1,9,3,4,99.943
Someone Like You,Adele,2011,spotify:track:6QPKYGnAW9QozVz2dSWqRg,1,9,3,4,135.047
Into You,Ariana Grande,2016,spotify:track:7yHEDfrJNd0zWOfXwydNH0,1,9,3,4,107.988
Paris,The Chainsmokers,2017,spotify:track:15vzANxN8G9wWfwAJLLMCg,1,2,2,4,99.999
Girl on Fire,Alicia Keys,2012,spotify:track:4esOae7i4rqTbAu9o5Pxco,1,9,3,4,92.494
In the Name of Love,Martin Garrix,2016,spotify:track:23L5CiUhw2jV1OIMwthR3S,0,4,1,4,133.99
Bad Blood,Taylor Swift,2014,spotify:track:0TvQLMecTE8utzoNmvXRbK,1,7,1,4,170.157
Havana,Camila Cabello,2017,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0,7,-2,4,104.992
Say Something,A Great Big World,2014,spotify:track:2N8F9mupXs9oyCLeerRfCw,1,2,2,4,33.259
Need You Now,Lady Antebellum,2010,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,1,4,4,4,107.884
Shower,Becky G,2014,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,1,2,2,4,119.987
Marvin Gaye,Charlie Puth,2015,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0,1,4,4,110.015
Rude,MAGIC!,2014,spotify:track:6RtPijgfPKROxEzTHNRiDp,1,1,-5,4,144.032
Mama,Jonas Blue,2017,spotify:track:47OVNnZJzIkrsEiZ4n187p,0,11,2,4,104.012
Part Of Me,Katy Perry,2012,spotify:track:1nZzRJbFvCEct3uzu04ZoL,1,5,-1,4,130.028
As Long As You Love Me,Justin Bieber,2012,spotify:track:0pwYLVXVknPSGUQb39cePC,0,0,-3,4,139.691
Dear Future Husband,Meghan Trainor,2015,spotify:track:7n9yUpEJ040pu49vmM1w1k,1,1,-5,4,79.477
Just Give Me a Reason,P!nk,2012,spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ,1,2,2,4,95.002
Let Her Go,Passenger,2012,spotify:track:7DFNE7NO0raLIUbgzY2rzm,1,7,1,4,75.089
Superheroes,The Script,2014,spotify:track:37sINbJZcFdHFAsVNsPq1i,1,3,-3,4,166.992
